Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2016-10-06,3,11772,407,1111,564,841,4196,594,36,2421,347,1286,11803,31
2016-10-06,4,11840,389,1091,556,853,4214,608,35,2408,351,1297,11802,-38
2016-10-06,5,12330,372,1084,604,912,4441,656,36,2516,365,1349,12334,3
2016-10-06,6,13784,382,1074,727,990,5002,768,42,2805,412,1480,13681,-104
2016-10-06,7,15244,379,1138,840,996,5645,886,42,3100,459,1619,15103,-141
2016-10-06,8,15277,412,1156,818,923,5846,859,45,3130,453,1616,15257,-20
2016-10-06,9,15246,403,1139,827,757,6011,800,45,3179,473,1585,15219,-27
2016-10-06,10,15277,391,1120,837,668,6197,757,51,3226,474,1566,15286,9
2016-10-06,11,15301,375,1098,837,650,6330,738,57,3242,487,1570,15383,82
2016-10-06,12,15429,349,1093,838,649,6404,749,57,3278,494,1586,15497,69
2016-10-06,13,15700,354,1129,869,660,6526,750,53,3335,501,1621,15797,97
2016-10-06,14,15888,379,1124,895,622,6555,768,63,3388,499,1650,15943,55
2016-10-06,15,16130,393,1099,900,680,6542,807,65,3418,512,1706,16122,-8
2016-10-06,16,16484,391,1141,943,806,6562,872,66,3433,525,1751,16490,6
2016-10-06,17,16946,426,1177,902,1062,6525,969,68,3475,522,1813,16938,-9
2016-10-06,18,17143,419,1172,905,1155,6412,1035,69,3474,515,1827,16982,-160
2016-10-06,19,17374,433,1157,917,1243,6532,1098,66,3542,547,1842,17376,2
2016-10-06,20,17159,447,1173,907,1216,6399,1072,59,3481,551,1812,17116,-43
2016-10-06,21,16356,462,1206,841,1140,6072,989,45,3352,510,1711,16328,-28
2016-10-06,22,15134,424,1150,724,1098,5602,879,47,3094,472,1593,15081,-52
2016-10-06,23,13799,426,1095,706,939,5077,768,42,2842,412,1468,13773,-26
2016-10-06,24,12859,407,1084,641,884,4684,694,41,2634,397,1389,12855,-4
2016-10-07,1,12362,387,1091,614,854,4452,648,43,2514,370,1346,12318,-44
2016-10-07,2,12017,382,1084,602,838,4296,618,45,2462,362,1289,11979,-38
2016-10-07,3,11832,380,1119,584,834,4213,600,48,2373,350,1283,11783,-49
2016-10-07,4,11858,385,1116,582,849,4220,608,46,2379,366,1290,11841,-17
2016-10-07,5,12358,352,1133,613,898,4416,646,42,2493,371,1340,12304,-54
2016-10-07,6,13605,379,1139,752,950,4907,749,41,2780,397,1448,13541,-64
2016-10-07,7,14921,409,1212,754,1077,5426,860,49,3044,415,1572,14818,-103
2016-10-07,8,15129,455,1231,754,947,5717,851,52,3106,434,1549,15096,-34
2016-10-07,9,15145,465,1226,747,802,5951,801,54,3145,450,1540,15181,36
2016-10-07,10,15320,469,1250,758,702,6154,760,60,3175,471,1530,15328,8
2016-10-07,11,15349,441,1232,786,660,6275,722,62,3195,475,1515,15364,15
2016-10-07,12,15398,435,1232,792,641,6340,713,61,3235,478,1521,15449,51
2016-10-07,13,15556,433,1259,803,632,6402,723,63,3256,482,1546,15598,42
2016-10-07,14,15563,430,1240,795,665,6402,728,63,3256,484,1567,15631,68
2016-10-07,15,15578,426,1243,809,739,6371,747,70,3270,481,1579,15736,158
2016-10-07,16,15959,402,1262,838,886,6315,818,67,3273,487,1624,15973,14
2016-10-07,17,16366,421,1268,903,1010,6293,917,65,3280,494,1727,16380,14
2016-10-07,18,16651,428,1263,899,1148,6185,994,75,3244,486,1790,16513,-138
2016-10-07,19,16925,443,1288,920,1194,6292,1057,74,3319,508,1815,16910,-16
2016-10-07,20,16640,459,1295,877,1165,6140,1028,74,3269,493,1793,16591,-49
2016-10-07,21,15884,446,1269,810,1103,5814,957,67,3117,458,1725,15767,-118
2016-10-07,22,14745,426,1214,701,1058,5385,866,57,2919,424,1595,14644,-101
2016-10-07,23,13515,432,1178,695,937,4917,761,47,2669,386,1454,13475,-40
2016-10-07,24,12510,417,1132,652,861,4542,673,56,2475,353,1310,12471,-39
2016-10-08,1,11874,411,1141,615,821,4298,638,49,2383,350,1214,11920,46
2016-10-08,2,11555,391,1154,600,795,4152,612,44,2326,334,1157,11565,10
2016-10-08,3,11362,380,1148,590,796,4068,599,55,2268,332,1140,11376,14
2016-10-08,4,11324,375,1166,590,798,4041,595,53,2221,326,1135,11300,-24
2016-10-08,5,11469,371,1141,596,818,4080,614,56,2250,336,1147,11412,-57
2016-10-08,6,11866,380,1161,618,870,4220,650,63,2303,342,1194,11800,-66
2016-10-08,7,12533,391,1175,681,927,4459,720,69,2443,375,1272,12511,-22
2016-10-08,8,13235,413,1204,744,991,4707,812,66,2544,392,1289,13162,-73
2016-10-08,9,13761,441,1225,828,1057,4956,817,65,2632,417,1254,13694,-67
2016-10-08,10,13920,443,1209,865,1075,5137,781,66,2646,428,1220,13868,-52
2016-10-08,11,13916,408,1204,898,1034,5250,757,52,2619,432,1187,13842,-75
2016-10-08,12,13795,399,1204,902,969,5283,758,61,2617,425,1177,13795,0
2016-10-08,13,13653,402,1200,870,880,5251,750,64,2578,416,1165,13576,-77
2016-10-08,14,13478,388,1216,820,831,5197,776,72,2568,413,1166,13447,-31
2016-10-08,15,13435,385,1221,809,836,5143,809,72,2537,416,1200,13428,-7
2016-10-08,16,13680,389,1218,821,928,5091,863,76,2585,425,1243,13637,-43
2016-10-08,17,13959,389,1197,833,1015,5067,923,73,2649,426,1333,13905,-54
2016-10-08,18,14227,398,1177,841,1068,5080,969,79,2710,425,1422,14168,-59
2016-10-08,19,14587,407,1204,856,1080,5249,995,70,2806,441,1485,14593,6
2016-10-08,20,14398,417,1212,818,1055,5143,966,65,2773,435,1459,14341,-57
2016-10-08,21,13853,441,1187,789,1015,4944,910,67,2669,420,1385,13827,-26
2016-10-08,22,13170,456,1172,721,958,4685,836,89,2522,404,1331,13173,3
2016-10-08,23,12334,436,1158,645,910,4369,751,66,2367,367,1247,12315,-19
2016-10-08,24,11613,437,1129,600,846,4099,687,50,2226,338,1171,11581,-32
2016-10-09,1,11123,426,1106,546,855,3889,641,52,2131,328,1134,11108,-16
2016-10-09,2,10827,418,1073,543,827,3749,621,45,2123,315,1119,10833,7
2016-10-09,3,10679,421,1064,526,833,3675,612,41,2086,310,1116,10684,5
2016-10-09,4,10757,410,1074,532,816,3645,617,62,2065,314,1114,10649,-107
2016-10-09,5,10788,358,1078,550,823,3667,631,90,2123,319,1128,10767,-21
2016-10-09,6,11118,331,1080,588,848,3792,671,92,2206,332,1161,11102,-16
2016-10-09,7,11697,345,1116,629,905,3960,745,94,2338,349,1203,11684,-12
2016-10-09,8,12285,366,1140,681,847,4208,807,100,2468,374,1219,12211,-75
2016-10-09,9,12701,441,1151,695,687,4495,843,102,2566,402,1236,12619,-83
2016-10-09,10,12816,431,1165,720,606,4678,839,101,2601,409,1215,12767,-49
2016-10-09,11,12957,419,1167,736,721,4796,814,93,2573,428,1191,12938,-19
2016-10-09,12,13106,412,1150,741,833,4872,779,90,2612,418,1191,13100,-6
2016-10-09,13,13020,412,1140,730,809,4849,743,100,2591,407,1219,12999,-20
2016-10-09,14,12936,407,1134,712,803,4795,744,104,2547,402,1250,12898,-39
2016-10-09,15,12965,427,1151,722,791,4765,780,104,2546,405,1271,12962,-4
2016-10-09,16,13248,427,1167,765,856,4780,825,105,2567,407,1288,13186,-62
2016-10-09,17,13490,428,1170,772,985,4796,874,104,2598,400,1295,13421,-69
2016-10-09,18,13746,440,1185,789,1024,4837,940,107,2568,407,1339,13636,-111
2016-10-09,19,14182,440,1228,799,1041,4997,984,108,2719,422,1400,14139,-43
2016-10-09,20,14077,423,1271,764,1048,4918,965,107,2707,419,1395,14016,-61
2016-10-09,21,13575,420,1274,733,1001,4786,921,107,2636,409,1371,13658,83
2016-10-09,22,13059,437,1248,690,940,4604,868,103,2546,397,1331,13165,105
2016-10-09,23,12458,431,1210,638,898,4373,806,102,2426,363,1273,12520,62
2016-10-09,24,11808,400,1170,605,841,4109,730,102,2294,332,1206,11790,-18
2016-10-10,1,11319,410,1162,553,826,3895,686,99,2170,326,1158,11285,-34
2016-10-10,2,11070,402,1151,538,818,3761,662,94,2157,319,1135,11037,-33
2016-10-10,3,10912,396,1149,532,812,3692,660,94,2126,317,1127,10905,-7
2016-10-10,4,10862,392,1147,529,829,3670,664,93,2116,315,1139,10892,30
2016-10-10,5,11061,387,1129,554,836,3731,692,94,2129,308,1178,11038,-23
2016-10-10,6,11401,380,1068,606,856,3867,740,95,2225,318,1214,11370,-31
2016-10-10,7,11782,387,1098,580,927,3988,798,96,2290,331,1259,11754,-28
2016-10-10,8,12179,407,1109,572,862,4179,822,88,2414,342,1259,12055,-124
2016-10-10,9,12372,416,1098,580,738,4429,797,95,2484,361,1238,12237,-136
2016-10-10,10,12539,421,1084,654,591,4649,763,104,2539,377,1231,12414,-125
2016-10-10,11,12593,414,1062,659,561,4806,739,107,2542,389,1227,12504,-88
2016-10-10,12,12492,397,1050,660,541,4876,711,106,2525,389,1232,12487,-5
2016-10-10,13,12351,402,1054,642,532,4836,677,103,2496,386,1213,12341,-10
2016-10-10,14,12221,409,1055,644,526,4774,652,103,2487,381,1201,12232,11
2016-10-10,15,12337,416,1060,669,583,4767,654,106,2486,390,1228,12359,22
2016-10-10,16,12822,412,1105,728,731,4830,731,107,2549,405,1283,12882,60
2016-10-10,17,13517,418,1143,711,1006,4939,832,106,2645,415,1352,13567,50
2016-10-10,18,14230,422,1186,743,1160,5053,931,106,2712,429,1455,14197,-33
2016-10-10,19,14966,454,1249,782,1194,5294,998,106,2853,465,1526,14920,-46
2016-10-10,20,14797,455,1248,783,1165,5238,971,107,2823,455,1526,14773,-24
2016-10-10,21,14186,408,1183,727,1123,5065,906,107,2702,439,1480,14139,-47
2016-10-10,22,13255,396,1152,645,1039,4770,806,98,2497,409,1408,13219,-36
2016-10-10,23,12311,372,1112,654,897,4420,715,89,2362,371,1334,12326,14
2016-10-10,24,11733,365,1127,613,863,4144,661,94,2262,353,1268,11750,16
2016-10-11,1,11381,361,1125,594,830,3989,639,88,2173,339,1236,11373,-8
2016-10-11,2,11149,359,1097,567,842,3901,629,89,2112,334,1223,11152,2
2016-10-11,3,11102,354,1087,563,845,3880,625,88,2152,334,1223,11152,50
2016-10-11,4,11267,351,1097,577,861,3935,640,92,2158,338,1248,11298,31
2016-10-11,5,11918,351,1119,619,927,4185,695,90,2329,357,1268,11939,21
2016-10-11,6,13421,354,1167,755,1013,4769,814,102,2605,405,1409,13392,-29
2016-10-11,7,14986,389,1191,796,1117,5417,940,92,2953,456,1556,14906,-80
2016-10-11,8,15052,425,1200,764,999,5597,902,91,2979,460,1554,14971,-81
2016-10-11,9,14844,437,1183,719,824,5722,759,95,3013,468,1524,14744,-100
2016-10-11,10,14684,441,1164,721,683,5794,730,101,2973,468,1540,14616,-69
2016-10-11,11,14562,444,1176,695,641,5864,702,100,2981,477,1514,14595,33
2016-10-11,12,14551,448,1201,708,622,5928,712,105,2960,475,1438,14596,46
2016-10-11,13,14784,439,1187,712,628,5952,777,103,2996,478,1458,14730,-54
2016-10-11,14,14789,431,1221,721,666,5945,783,104,3041,481,1446,14840,51
2016-10-11,15,15032,431,1213,742,766,5980,839,108,3023,476,1458,15035,3
2016-10-11,16,15435,429,1251,792,950,5969,871,108,3037,488,1536,15431,-4
2016-10-11,17,15849,426,1251,825,1128,5972,917,111,3113,484,1589,15815,-34
2016-10-11,18,16270,437,1250,861,1209,6028,985,113,3194,491,1620,16187,-83
2016-10-11,19,16869,459,1284,894,1234,6206,1046,111,3325,540,1704,16802,-68
2016-10-11,20,16548,461,1270,860,1246,6102,1015,104,3282,527,1695,16561,13
2016-10-11,21,15795,444,1242,766,1207,5802,944,104,3141,514,1624,15788,-7
2016-10-11,22,14622,431,1200,681,1122,5360,843,106,2917,455,1495,14610,-13
2016-10-11,23,13337,420,1154,658,927,4881,749,102,2674,399,1355,13317,-20
2016-10-11,24,12425,403,1124,596,889,4518,688,98,2456,386,1273,12430,6
2016-10-12,1,11961,411,1066,545,870,4323,646,94,2401,371,1237,11964,3
2016-10-12,2,11744,390,1050,527,874,4197,624,94,2356,355,1210,11677,-67
2016-10-12,3,11567,395,1037,517,856,4135,617,93,2344,361,1210,11565,-2
2016-10-12,4,11671,397,1032,522,883,4177,636,92,2348,342,1235,11664,-7
2016-10-12,5,12198,392,1041,572,912,4381,695,93,2468,359,1290,12204,6
2016-10-12,6,13641,415,1086,700,1009,4960,807,94,2777,399,1407,13654,12
2016-10-12,7,15086,444,1163,811,1026,5541,915,97,2996,435,1538,14966,-121
2016-10-12,8,15088,473,1126,795,937,5655,884,101,3062,438,1527,14997,-91
2016-10-12,9,14872,481,1110,773,764,5804,806,103,3036,435,1473,14784,-88
2016-10-12,10,14667,484,1103,758,622,5912,734,95,3035,436,1429,14607,-60
2016-10-12,11,14610,479,1098,754,568,6016,696,92,3080,444,1423,14651,41
2016-10-12,12,14550,457,1141,751,568,6049,688,98,3045,445,1435,14676,126
2016-10-12,13,14573,456,1158,756,559,6113,678,88,3071,452,1479,14812,239
2016-10-12,14,14727,453,1179,759,575,6125,685,90,3071,449,1464,14849,122
2016-10-12,15,14872,459,1183,778,651,6133,701,96,3112,461,1473,15047,175
2016-10-12,16,15501,455,1222,829,816,6182,827,100,3181,479,1493,15583,81
2016-10-12,17,16035,456,1243,895,1004,6186,943,100,3173,475,1545,16019,-16
2016-10-12,18,16255,462,1259,918,1117,6179,979,105,3247,468,1541,16273,19
2016-10-12,19,16786,511,1296,938,1166,6327,1023,103,3304,507,1579,16753,-33
2016-10-12,20,16477,532,1303,893,1121,6173,997,101,3302,495,1555,16473,-3
2016-10-12,21,15740,528,1289,830,1061,5856,932,100,3132,487,1500,15716,-24
2016-10-12,22,14612,536,1259,738,994,5398,838,83,2899,446,1402,14594,-18
2016-10-12,23,13411,491,1206,661,912,4909,736,80,2667,400,1300,13361,-50
2016-10-12,24,12476,467,1157,575,866,4536,669,75,2538,370,1223,12477,1
2016-10-13,1,12012,459,1094,547,839,4316,636,66,2442,372,1187,11957,-55
2016-10-13,2,11667,461,1088,529,823,4189,624,65,2356,350,1142,11626,-41
2016-10-13,3,11541,479,1077,522,818,4122,608,67,2280,352,1143,11468,-73
2016-10-13,4,11564,428,1075,519,840,4123,616,66,2294,355,1184,11500,-64
2016-10-13,5,12021,385,1097,573,885,4306,650,65,2420,359,1236,11977,-44
2016-10-13,6,13383,413,1145,705,964,4856,758,78,2679,397,1365,13360,-24
2016-10-13,7,14942,438,1220,815,1029,5481,876,80,3009,468,1497,14911,-31
2016-10-13,8,15184,454,1234,860,1019,5632,892,86,3063,463,1494,15196,12
2016-10-13,9,15183,454,1256,870,970,5734,875,94,3016,464,1426,15159,-25
2016-10-13,10,15175,443,1270,873,928,5781,855,91,3030,460,1370,15102,-74
2016-10-13,11,15050,429,1269,840,883,5893,811,104,2972,447,1342,14988,-61
2016-10-13,12,14879,415,1261,833,814,5909,769,102,2950,441,1359,14851,-27
2016-10-13,13,14863,417,1270,830,789,5884,753,93,2966,432,1386,14820,-43
2016-10-13,14,14777,411,1275,758,804,5857,745,109,2941,432,1400,14732,-45
2016-10-13,15,14790,415,1285,740,785,5862,719,107,2956,436,1435,14741,-49
2016-10-13,16,15127,416,1318,791,863,5898,780,108,3037,450,1477,15137,11
2016-10-13,17,15608,406,1306,817,1058,5925,887,111,3101,467,1546,15623,15
2016-10-13,18,16060,432,1270,841,1173,5979,991,111,3162,478,1638,16074,14
2016-10-13,19,16761,461,1325,888,1215,6172,1060,111,3303,538,1717,16791,30
2016-10-13,20,16612,524,1331,874,1171,6056,1055,114,3311,529,1702,16667,55
2016-10-13,21,15969,540,1300,813,1090,5785,996,110,3194,504,1647,15979,11
2016-10-13,22,14879,540,1231,722,1025,5361,904,101,2962,468,1552,14865,-14
2016-10-13,23,13688,500,1207,676,913,4902,811,98,2701,418,1443,13668,-20
2016-10-13,24,12818,488,1210,613,878,4549,743,101,2540,394,1352,12867,49
2016-10-14,1,12428,473,1180,573,862,4354,705,100,2469,369,1331,12417,-11
2016-10-14,2,12116,467,1155,587,846,4210,681,97,2394,357,1301,12095,-21
2016-10-14,3,11973,462,1148,591,841,4157,667,95,2365,369,1294,11989,16
2016-10-14,4,12069,457,1130,602,866,4195,674,93,2369,375,1305,12065,-3
2016-10-14,5,12597,451,1139,631,916,4394,718,94,2511,387,1345,12586,-11
2016-10-14,6,14050,468,1209,789,1004,4944,839,97,2787,428,1469,14034,-16
2016-10-14,7,15614,457,1267,859,1089,5570,959,101,3084,468,1622,15475,-139
2016-10-14,8,15691,482,1285,820,978,5760,973,104,3104,465,1610,15581,-110
2016-10-14,9,15436,474,1264,806,835,5830,945,104,3077,456,1520,15311,-124
2016-10-14,10,15172,467,1249,760,766,5852,919,98,3047,458,1463,15080,-92
2016-10-14,11,14948,500,1256,750,674,5905,793,101,3032,455,1418,14884,-64
2016-10-14,12,14641,442,1239,720,645,5884,737,91,3010,450,1400,14619,-22
2016-10-14,13,14573,421,1260,697,661,5878,774,92,2960,458,1401,14602,29
2016-10-14,14,14578,448,1261,716,650,5852,741,97,2974,445,1379,14563,-15
2016-10-14,15,14500,437,1237,724,707,5779,729,102,2955,437,1382,14488,-12
2016-10-14,16,14833,437,1274,766,849,5797,775,106,2962,440,1427,14835,1
2016-10-14,17,15315,439,1276,817,1023,5779,886,110,3041,455,1488,15315,-1
2016-10-14,18,15868,459,1286,877,1119,5870,988,112,3119,462,1571,15862,-6
2016-10-14,19,16448,522,1308,912,1126,6021,1044,112,3208,504,1650,16404,-43
2016-10-14,20,16035,542,1317,860,1131,5876,1011,99,3155,498,1628,16117,82
2016-10-14,21,15395,535,1312,774,1115,5608,946,101,3009,482,1539,15422,27
2016-10-14,22,14479,502,1287,694,1059,5241,878,107,2782,451,1470,14470,-9
2016-10-14,23,13362,480,1243,689,910,4815,784,101,2555,409,1324,13309,-53
2016-10-14,24,12370,459,1204,667,833,4437,690,100,2453,361,1218,12421,52
2016-10-15,1,11846,420,1161,617,830,4192,642,101,2316,346,1176,11802,-45
2016-10-15,2,11481,407,1153,587,838,4038,618,98,2231,336,1144,11449,-32
2016-10-15,3,11275,398,1137,579,842,3971,614,96,2212,329,1129,11309,34
2016-10-15,4,11293,389,1133,584,824,3967,620,93,2209,320,1145,11282,-11
2016-10-15,5,11465,386,1132,601,854,4044,641,92,2208,322,1166,11446,-19
2016-10-15,6,12016,388,1114,672,869,4262,700,90,2386,337,1222,12041,24
2016-10-15,7,12833,404,1146,732,895,4518,779,101,2560,358,1293,12787,-46
2016-10-15,8,13425,406,1182,754,857,4789,820,98,2671,384,1323,13283,-142
2016-10-15,9,13693,406,1223,779,801,5011,764,87,2734,399,1313,13516,-177
2016-10-15,10,13545,415,1219,760,685,5156,690,95,2717,400,1289,13425,-120
2016-10-15,11,13406,448,1224,737,568,5231,647,99,2694,410,1291,13349,-58
2016-10-15,12,13204,416,1221,716,508,5250,629,95,2687,408,1280,13210,6
2016-10-15,13,13071,423,1220,715,482,5210,613,94,2651,403,1271,13083,12
2016-10-15,14,12978,435,1201,698,484,5153,619,83,2655,395,1268,12992,14
2016-10-15,15,13100,409,1207,723,571,5128,664,90,2655,399,1295,13143,43
2016-10-15,16,13658,397,1223,762,719,5160,775,94,2708,413,1402,13654,-4
2016-10-15,17,14430,402,1233,818,938,5220,866,96,2762,437,1471,14243,-187
2016-10-15,18,14710,415,1236,852,1061,5359,913,98,2830,449,1481,14695,-15
2016-10-15,19,15009,441,1244,841,1071,5455,942,98,2911,462,1514,14979,-30
2016-10-15,20,14546,445,1240,808,1020,5314,895,105,2858,429,1435,14548,2
2016-10-15,21,13976,431,1213,777,971,5110,836,97,2754,402,1353,13944,-32
2016-10-15,22,13245,435,1174,732,914,4839,761,92,2619,371,1286,13223,-22
2016-10-15,23,12343,452,1129,662,864,4516,679,95,2435,344,1187,12363,21
2016-10-15,24,11612,434,1109,613,808,4256,618,83,2238,325,1125,11610,-3
2016-10-16,1,11140,426,1070,574,784,4049,579,80,2132,317,1104,11114,-26
2016-10-16,2,10844,412,1067,555,793,3914,557,80,2073,303,1086,10842,-2
2016-10-16,3,10709,413,1060,549,774,3842,551,86,2068,296,1068,10708,-1
2016-10-16,4,10663,413,1055,552,778,3801,556,81,2054,298,1070,10656,-7
2016-10-16,5,10764,410,1044,550,807,3844,568,86,2070,299,1084,10761,-3
2016-10-16,6,11143,424,1051,602,810,3996,604,87,2124,312,1116,11126,-18
2016-10-16,7,11760,437,1084,640,847,4201,667,93,2293,333,1162,11756,-4
2016-10-16,8,12465,437,1082,685,902,4469,741,93,2445,355,1197,12405,-59
2016-10-16,9,13078,435,1102,747,934,4822,818,83,2544,377,1249,13111,34
2016-10-16,10,13599,453,1108,786,918,5073,891,86,2608,381,1298,13601,2
2016-10-16,11,13927,457,1094,813,925,5249,899,86,2720,393,1347,13983,56
2016-10-16,12,14330,451,1114,827,934,5376,885,87,2793,411,1399,14277,-53
2016-10-16,13,14460,447,1118,856,994,5396,860,85,2825,413,1394,14387,-73
2016-10-16,14,14452,455,1125,848,1015,5396,859,94,2809,417,1412,14430,-22
2016-10-16,15,14491,450,1125,843,1038,5363,861,92,2847,429,1406,14454,-37
2016-10-16,16,14757,471,1165,866,1082,5397,889,95,2899,452,1451,14767,10
2016-10-16,17,15207,494,1214,880,1136,5475,944,101,2958,467,1511,15180,-27
2016-10-16,18,15635,503,1241,816,1253,5657,977,102,3024,468,1551,15592,-43
2016-10-16,19,15956,523,1275,799,1276,5757,986,99,3096,500,1571,15882,-75
2016-10-16,20,15615,522,1291,760,1242,5616,943,94,3039,488,1551,15548,-67
2016-10-16,21,15001,515,1273,682,1186,5397,877,90,2927,492,1520,14960,-41
2016-10-16,22,14136,498,1231,635,1099,5049,792,87,2734,451,1458,14034,-102
2016-10-16,23,13172,474,1188,585,981,4699,707,87,2600,428,1395,13144,-28
2016-10-16,24,12469,440,1153,589,867,4385,648,82,2493,401,1348,12406,-63
2016-10-17,1,11999,408,1146,523,875,4196,616,82,2422,364,1343,11974,-25
2016-10-17,2,11705,366,1132,561,803,4080,605,82,2382,362,1316,11689,-16
2016-10-17,3,11606,341,1126,553,803,4038,600,81,2368,368,1300,11578,-28
2016-10-17,4,11671,338,1134,563,812,4075,608,81,2425,369,1295,11699,28
2016-10-17,5,12222,338,1131,609,865,4304,649,83,2500,359,1312,12151,-71
2016-10-17,6,13620,357,1179,610,1094,4907,760,86,2773,404,1445,13615,-5
2016-10-17,7,15354,396,1236,693,1167,5624,876,89,3124,472,1592,15270,-84
2016-10-17,8,15766,423,1246,686,1151,5877,911,88,3199,493,1598,15672,-95
2016-10-17,9,15804,425,1234,663,1106,6021,910,84,3279,498,1562,15781,-23
2016-10-17,10,15830,417,1229,669,1044,6155,908,79,3261,497,1545,15805,-25
2016-10-17,11,15731,397,1243,673,995,6222,902,75,3262,484,1508,15761,30
2016-10-17,12,15667,395,1244,701,971,6223,890,61,3277,483,1475,15721,54
2016-10-17,13,15568,389,1241,718,949,6246,884,60,3279,489,1442,15696,128
2016-10-17,14,15765,383,1246,702,976,6246,896,61,3229,480,1458,15678,-88
2016-10-17,15,15808,371,1267,712,1051,6233,910,76,3224,474,1485,15802,-6
2016-10-17,16,16323,374,1277,782,1163,6291,930,75,3311,491,1575,16269,-54
2016-10-17,17,16886,379,1286,834,1283,6339,921,77,3366,504,1665,16654,-232
2016-10-17,18,16755,384,1272,863,1259,6375,940,82,3419,506,1698,16798,43
2016-10-17,19,17022,404,1290,791,1267,6491,982,75,3539,536,1725,17100,78
2016-10-17,20,16699,406,1294,763,1233,6316,976,71,3469,540,1666,16735,35
2016-10-17,21,16018,392,1275,708,1185,6028,899,68,3303,495,1600,15953,-65
2016-10-17,22,14784,380,1151,628,1092,5568,805,65,3093,475,1490,14746,-38
2016-10-17,23,13540,360,1116,656,898,5078,713,59,2857,422,1378,13539,-1
2016-10-17,24,12650,339,1137,590,843,4691,640,51,2710,398,1282,12680,30
2016-10-18,1,12143,324,1124,563,822,4465,596,51,2554,368,1231,12099,-45
2016-10-18,2,11757,316,1101,550,815,4345,574,49,2472,341,1199,11761,4
2016-10-18,3,11580,316,1100,542,803,4288,566,56,2405,341,1180,11597,18
2016-10-18,4,11641,307,1097,553,815,4304,576,52,2377,365,1187,11634,-8
2016-10-18,5,12146,305,1095,588,860,4521,613,62,2511,363,1231,12149,4
2016-10-18,6,13525,323,1116,723,954,5109,722,64,2743,396,1351,13500,-25
2016-10-18,7,15112,352,1137,696,1157,5780,839,66,3070,443,1500,15040,-72
2016-10-18,8,15361,374,1147,681,1073,5972,846,67,3192,450,1513,15314,-47
2016-10-18,9,15350,370,1141,681,925,6134,783,69,3195,461,1496,15256,-95
2016-10-18,10,15387,367,1158,694,878,6290,767,72,3198,473,1469,15365,-22
2016-10-18,11,15588,351,1178,715,802,6412,812,71,3290,483,1503,15618,29
2016-10-18,12,15872,345,1198,733,871,6481,851,72,3376,485,1543,15956,84
2016-10-18,13,16188,329,1208,743,910,6551,876,70,3419,495,1604,16206,18
2016-10-18,14,16263,329,1170,763,998,6549,854,68,3409,498,1619,16259,-5
2016-10-18,15,16360,324,1156,806,1079,6556,809,81,3379,502,1604,16294,-66
2016-10-18,16,16589,329,1178,798,1174,6574,852,80,3391,515,1663,16553,-36
2016-10-18,17,16803,344,1175,831,1219,6552,945,80,3428,516,1686,16777,-26
2016-10-18,18,17025,353,1169,839,1248,6588,996,79,3509,525,1694,17000,-25
2016-10-18,19,17412,367,1239,851,1258,6666,1018,80,3602,536,1742,17360,-52
2016-10-18,20,17050,370,1247,819,1211,6403,989,80,3512,539,1746,16918,-131
2016-10-18,21,16011,363,1213,750,1162,5983,921,76,3219,521,1686,15895,-116
2016-10-18,22,14911,347,1194,669,1057,5635,827,73,3023,489,1579,14893,-18
2016-10-18,23,13568,325,1106,552,1019,4976,725,68,2815,426,1461,13475,-92
2016-10-18,24,12674,305,1092,487,976,4589,667,63,2687,411,1379,12657,-17
2016-10-19,1,12132,299,1066,419,976,4353,622,63,2575,388,1329,12089,-43
2016-10-19,2,11795,293,1053,549,803,4209,593,63,2491,378,1322,11755,-40
2016-10-19,3,11646,291,996,540,810,4127,589,65,2449,360,1301,11529,-118
2016-10-19,4,11556,288,992,539,822,4133,603,68,2420,376,1319,11560,4
2016-10-19,5,12016,290,1010,585,831,4352,650,71,2475,382,1357,12002,-14
2016-10-19,6,13472,314,1079,736,892,4923,757,76,2756,421,1470,13426,-46
2016-10-19,7,15145,357,1171,723,1135,5559,878,79,3050,457,1615,15025,-121
2016-10-19,8,15169,377,1137,715,1015,5708,847,78,3085,458,1603,15022,-147
2016-10-19,9,14837,373,1128,691,843,5817,767,76,3081,453,1534,14762,-75
2016-10-19,10,14725,367,1118,635,799,5971,699,78,3078,463,1503,14711,-14
2016-10-19,11,14651,357,1114,626,718,6075,649,76,3065,460,1484,14624,-28
2016-10-19,12,14609,349,1123,629,676,6155,624,76,3077,463,1489,14661,52
2016-10-19,13,14760,358,1109,665,613,6241,627,81,3117,464,1497,14771,11
2016-10-19,14,14791,362,1105,713,582,6250,642,81,3132,455,1500,14822,31
2016-10-19,15,14992,359,1098,712,661,6254,716,77,3164,462,1544,15048,56
2016-10-19,16,15682,363,1147,711,883,6285,822,81,3210,494,1615,15610,-73
2016-10-19,17,16102,377,1146,764,1098,6249,902,79,3275,506,1697,16093,-9
2016-10-19,18,16405,384,1125,820,1193,6251,971,80,3313,505,1729,16371,-34
2016-10-19,19,16894,407,1184,832,1240,6349,1023,85,3397,524,1785,16825,-68
2016-10-19,20,16536,410,1166,798,1212,6186,998,88,3292,510,1769,16427,-108
2016-10-19,21,15691,396,1162,720,1140,5902,929,83,3136,483,1694,15646,-45
